TicketID,CustomerID,JourneyID,Price,TicketClass,Purchase_Date,
T20859,C7442,J29439,2410,Economy,12/6/2019,
T2277,C7443,J23936,2410,Economy,3/20/2021,
T32927,C28647,J16704,2410,Economy,4/24/2019,
T23846,C7445,J33485,2410,Economy,3/2/2021,
T6248,C7446,J10128,2410,Economy,8/11/2019,
T9960,C7447,J23545,2410,Economy,2/15/2019,
T6956,C28645,J16058,2456,Economy,1/31/2019,
T6104,C28643,J18322,2456,Economy,10/2/2020,
T29909,C7450,J28489,2456,Economy,12/7/2019,
T21363,C28641,J9340,2456,Economy,9/17/2020,
T25053,C7452,J28047,2476,Economy,7/31/2020,
T14319,C28639,J2543,2476,Economy,11/22/2020,
T10416,C7454,J12634,2476,Economy,5/12/2020,
T14103,C7455,J32574,2476,Economy,8/5/2019,
T4993,C28635,J10080,2476,Economy,6/30/2020,
T25798,C7457,J30525,2476,Economy,10/13/2019,
T6186,C28633,J31284,2476,Economy,1/16/2020,
T15673,C28629,J15651,2476,Economy,1/2/2021,
T25440,C28628,J32515,2476,Economy,4/1/2019,
T2655,C28627,J6358,3001,Economy,4/8/2019,
T9713,C7462,J26232,3001,Economy,2/16/2019,
T13215,C7463,J20420,3001,Economy,2/24/2021,
T34202,C28626,J26600,3001,Economy,6/29/2019,
T25837,C7465,J14239,3001,Economy,7/5/2020,
T22656,C28622,J26159,3001,Economy,3/19/2020,
T14643,C28621,J23476,3001,Economy,9/21/2020,
T21128,C7468,J31601,3100,Economy,1/5/2019,
T7712,C7469,J27008,3100,Economy,8/22/2019,
T21275,C28620,J8773,3100,Economy,2/19/2019,
T6917,C28619,J6117,3100,Economy,3/7/2019,
T2561,C7472,J27897,3100,Economy,10/13/2019,
T20068,C7473,J11141,3291,Economy,11/19/2019,
T22727,C7474,J27505,3330,Economy,6/22/2020,
T17277,C28618,J29336,3330,Economy,12/17/2020,
T22804,C28616,J15273,3330,Economy,6/2/2019,
T33876,C7477,J16464,3371,Economy,2/13/2021,
T15779,C28615,J14424,3371,Economy,3/18/2021,
T28418,C28614,J14713,3549,Economy,12/12/2020,
T24573,C7480,J11174,3554,Economy,1/19/2021,
T34258,C7481,J3796,3564,Economy,1/25/2019,
T22379,C7482,J13738,3631,Economy,7/17/2019,
T9454,C28608,J24841,3631,Economy,5/15/2019,
T28296,C7484,J15977,3677,Economy,8/14/2019,
T10242,C28602,J3059,3831,Economy,2/26/2019,
T9776,C28601,J34218,3831,Economy,3/5/2020,
T22139,C7487,J22514,3831,Economy,11/30/2020,
T34063,C28600,J11476,3831,Economy,8/26/2019,
T21982,C28599,J30846,3855,Economy,5/26/2020,
T29560,C7490,J26182,3855,Economy,2/10/2020,
T33535,C7491,J32387,3855,Economy,8/28/2020,
T1557,C28598,J11267,3855,Economy,2/24/2019,
T18410,C7493,J6392,3855,Economy,3/6/2019,
T27623,C7494,J5440,3855,Economy,3/19/2019,
T25447,C28594,J6584,3855,Economy,6/5/2019,
T31860,C28593,J14948,3855,Economy,1/13/2020,
T26764,C7497,J26766,3911,Economy,9/21/2019,
T22016,C7498,J23443,3951,Economy,9/29/2019,
T20059,C7499,J32031,3951,Economy,10/25/2020,
T23383,C28590,J7886,3977,Economy,4/26/2020,
T18136,C28582,J25755,4381,Economy,6/21/2019,
T25043,C7502,J30559,4381,Economy,10/13/2020,
T14616,C7503,J25297,4161,Economy,5/5/2020,
T23964,C7504,J34470,4161,Economy,5/11/2019,
T2788,C28578,J22977,4161,Economy,9/4/2019,
T2423,C7506,J3036,4197,Economy,2/9/2021,
T13662,C7507,J34418,4233,Economy,2/1/2020,
T8236,C7508,J3182,4673,Economy,12/3/2019,
T11868,C7509,J15582,4673,Economy,10/8/2020,
T1227,C7510,J16622,4781,Economy,3/10/2020,
T32524,C28577,J23960,4811,Economy,8/6/2019,
T30053,C28574,J22779,4559,Economy,3/19/2020,
T32912,C7513,J20963,4581,Economy,4/21/2019,
T11755,C28571,J26733,4968,Economy,3/27/2020,
T4817,C7515,J17967,4636,Economy,6/18/2020,
T28997,C7516,J18958,5040,Economy,6/13/2019,
T18171,C28569,J18390,5040,Economy,8/29/2020,
T7808,C28567,J28569,5040,Economy,2/6/2019,
T13772,C7519,J18273,5040,Economy,2/7/2020,
T5494,C7520,J30520,5040,Economy,10/27/2019,
T22962,C7521,J9150,5040,Economy,3/7/2021,
T4551,C28565,J23030,5040,Economy,3/4/2021,
T23056,C7523,J11498,4793,Economy,8/18/2019,
T26716,C28564,J16453,5227,Economy,6/15/2019,
T23015,C28561,J33313,5227,Economy,1/11/2019,
T2861,C28559,J9281,5227,Economy,5/21/2019,
T4694,C28555,J10682,5227,Economy,10/31/2019,
T16299,C7528,J31068,5227,Economy,8/23/2019,
T28688,C28554,J13431,5227,Economy,11/1/2020,
T22216,C28551,J28519,5227,Economy,4/28/2020,
T13234,C28550,J27813,5227,Economy,1/12/2020,
T16989,C7532,J19309,5321,Economy,10/17/2019,
T32393,C7533,J11721,5321,Economy,3/7/2021,
T6879,C7534,J20614,5178,Economy,2/24/2021,
T25071,C28549,J22728,5542,Economy,11/8/2020,
T30942,C7536,J2905,5542,Economy,2/19/2020,
T14601,C7537,J20473,5230,Economy,6/28/2020,
T28453,C28545,J4665,5230,Economy,7/19/2019,
T20980,C7539,J22648,5230,Economy,3/26/2020,
T19862,C7540,J13319,5231,Economy,6/30/2019,
T18898,C28544,J9372,5241,Economy,6/15/2019,
T1759,C28543,J2716,5246,Economy,9/29/2020,
T22478,C7543,J9930,5284,Economy,4/28/2020,
T12933,C28541,J16645,5284,Economy,6/23/2019,
T34315,C28539,J27956,5284,Economy,7/8/2020,
T23994,C7546,J23744,5284,Economy,8/24/2019,
T2701,C7547,J33919,5323,Economy,7/5/2020,
T3283,C7548,J2441,5446,Economy,1/18/2020,
T19477,C28538,J1859,5446,Economy,11/25/2020,
T34247,C7550,J22703,5507,Economy,12/8/2019,
T18297,C7551,J27941,5507,Economy,11/26/2019,
T20442,C28537,J20793,5702,Economy,10/31/2020,
T6840,C28535,J13536,5702,Economy,12/16/2020,
T6158,C28534,J34951,5761,Economy,5/22/2020,
T16977,C7555,J20510,5761,Economy,1/16/2019,
T1052,C28533,J15133,5806,Economy,4/3/2020,
T28537,C28530,J12540,5852,Economy,4/22/2019,
T14917,C7558,J31037,6296,Economy,7/14/2020,
T10970,C28527,J13885,6296,Economy,5/29/2020,
T1228,C28526,J13044,6296,Economy,1/24/2020,
T30862,C28525,J22983,6296,Economy,7/2/2020,
T18918,C28523,J31294,6296,Economy,3/1/2020,
T5982,C28522,J26499,6296,Economy,7/28/2020,
T11185,C28521,J26046,6296,Economy,2/11/2019,
T11516,C28520,J1100,6296,Economy,12/5/2019,
T1243,C7566,J11852,6296,Economy,9/18/2019,
T27856,C28518,J20513,6296,Economy,11/11/2019,
T3379,C7568,J33211,5958,Economy,2/9/2019,
T8180,C28517,J3589,5958,Economy,2/3/2020,
T22761,C28516,J15728,6050,Economy,2/19/2020,
T2973,C28513,J24021,6084,Economy,8/27/2019,
T33603,C28512,J20133,6146,Economy,7/31/2019,
T31587,C28511,J26410,6181,Economy,1/7/2019,
T31496,C7574,J5928,6181,Economy,4/24/2020,
T17063,C28510,J17494,6269,Economy,8/15/2019,
T7718,C7576,J2645,6312,Economy,7/25/2020,
T7147,C7577,J8290,6339,Economy,3/30/2019,
T16061,C7578,J18326,6724,Economy,1/4/2020,
T17017,C7579,J18765,6737,Economy,1/18/2019,
T4741,C7580,J30157,6890,Economy,10/17/2020,
T32919,C7581,J26477,6893,Economy,12/4/2020,
T14855,C7582,J12677,6933,Economy,5/12/2019,
T1778,C28509,J14725,6995,Economy,1/8/2020,
T29370,C28507,J19759,7036,Economy,6/29/2020,
T19469,C7585,J32751,7036,Economy,2/11/2019,
T14014,C7586,J24937,7187,Economy,6/28/2020,
T30819,C7587,J6827,7215,Economy,6/28/2020,
T2917,C7588,J30763,7575,Economy,2/14/2020,
T32132,C7589,J5466,7575,Economy,3/18/2020,
T34432,C7590,J5310,7575,Economy,5/27/2020,
T5005,C7591,J18553,7575,Economy,5/20/2019,
T10053,C28506,J7422,7575,Economy,3/8/2020,
T33654,C7593,J23254,7575,Economy,12/8/2020,
T18894,C28504,J17669,7575,Economy,7/23/2020,
T15477,C7595,J18130,7575,Economy,6/17/2020,
T19726,C7596,J14551,7575,Economy,12/18/2020,
T29321,C28502,J19374,7904,Economy,3/25/2020,
T31061,C7598,J7485,8275,Economy,7/9/2020,
T23471,C28501,J33433,8275,Economy,2/10/2021,
T25638,C7600,J21573,8275,Economy,3/9/2020,
T2545,C28500,J23393,8805,Economy,11/6/2019,
T20672,C28497,J4806,8592,Economy,8/12/2020,
T10888,C7603,J6468,8789,Economy,3/27/2021,
T1734,C7604,J19871,9639,Economy,3/18/2019,
T10788,C28496,J9768,2476,Economy,5/4/2020,
T17923,C7606,J19719,2476,Economy,8/20/2020,
T34038,C7607,J10757,2476,Economy,12/8/2019,
T33066,C28495,J33037,2700,Economy,1/11/2021,
T27782,C7609,J20146,2700,Economy,10/28/2020,
T26420,C7610,J21002,2700,Economy,6/22/2019,
T31597,C7611,J17272,2700,Economy,1/8/2019,
T3964,C28493,J2009,2700,Economy,3/27/2020,
T28617,C7613,J34651,2700,Economy,7/2/2020,
T15119,C7614,J8599,2700,Economy,2/13/2019,
T29149,C7615,J25764,2410,Economy,3/19/2019,
T23916,C7616,J33993,2410,Economy,9/19/2019,
T18988,C28492,J8400,2410,Economy,3/26/2021,
T4297,C28490,J25860,2410,Economy,8/18/2019,
T6137,C7619,J15981,2410,Economy,10/21/2019,
T10601,C28489,J25745,2410,Economy,9/20/2020,
T33806,C7621,J17735,2410,Economy,6/20/2020,
T23799,C28488,J1000,2410,Economy,3/28/2021,
T7340,C28486,J13617,2410,Economy,5/29/2019,
T26389,C7624,J28168,2410,Economy,9/27/2019,
T10352,C7625,J1254,2410,Economy,1/22/2020,
T8488,C28484,J13676,2410,Economy,6/23/2020,
T26705,C28483,J17774,2410,Economy,10/20/2020,
T33920,C7628,J13024,2410,Economy,8/30/2019,
T13677,C7629,J9396,2410,Economy,3/5/2019,
T22764,C28481,J28157,2410,Economy,5/20/2019,
T9211,C28480,J1796,2410,Economy,3/10/2021,
T24368,C7632,J16134,2410,Economy,6/10/2020,
T33349,C28479,J30379,2410,Economy,7/23/2020,
T14744,C28478,J25194,2410,Economy,4/23/2020,
T23977,C7635,J24213,2410,Economy,3/6/2020,
T25685,C28476,J5972,2410,Economy,4/24/2019,
T29519,C7637,J28948,2410,Economy,8/3/2019,
T15684,C28473,J15566,2409,Economy,10/24/2019,
T6415,C7639,J32946,2409,Economy,5/12/2020,
T15767,C7640,J33192,2409,Economy,2/26/2021,
T16948,C7641,J8687,2409,Economy,6/12/2019,
T16787,C28468,J15637,2409,Economy,1/14/2019,
T17160,C7643,J22125,2409,Economy,6/1/2020,
T23467,C28466,J19200,2409,Economy,4/26/2019,
T7393,C28464,J12033,2410,Economy,12/29/2019,
T34953,C28463,J9818,2410,Economy,9/3/2019,
T22426,C28461,J11891,2410,Economy,2/28/2020,
T31493,C28459,J7290,2410,Economy,3/25/2019,
T27189,C28458,J2449,2410,Economy,3/10/2020,
T24085,C28457,J2615,2410,Economy,5/8/2020,
T7117,C28456,J16739,2410,Economy,1/21/2020,
T1819,C28455,J8995,2410,Economy,9/27/2019,
T25184,C28453,J22386,2410,Economy,1/6/2021,
T31515,C28451,J21929,2456,Economy,6/2/2019,
T26438,C28449,J28287,2456,Economy,6/13/2020,
T19139,C28447,J20651,2456,Economy,2/7/2021,
T25752,C7657,J18076,2476,Economy,11/22/2019,
T12892,C7658,J15204,2476,Economy,6/23/2019,
T31901,C7659,J6273,2476,Economy,7/7/2020,
T33112,C28442,J21421,2476,Economy,11/28/2019,
T16789,C28439,J29368,2476,Economy,1/27/2020,
T31112,C7662,J20077,2476,Economy,5/9/2019,
T15560,C7663,J29806,2476,Economy,7/4/2020,
T30870,C7664,J16178,2476,Economy,10/17/2020,
T34874,C28438,J29473,2621,Economy,11/24/2019,
T14467,C7666,J20346,3100,Economy,4/11/2019,
T13039,C7667,J32473,3100,Economy,12/24/2020,
T18919,C28437,J19124,3100,Economy,7/13/2019,
T12900,C7669,J21892,3100,Economy,6/10/2019,
T13766,C7670,J6414,3100,Economy,6/22/2020,
T18499,C7671,J11568,3001,Economy,6/8/2019,
T9858,C7672,J22641,3001,Economy,9/14/2019,
T5475,C7673,J12161,3001,Economy,12/30/2020,
T24349,C28436,J31882,3001,Economy,3/13/2019,
T17882,C28433,J32136,3001,Economy,9/16/2019,
T28991,C28432,J3046,3291,Economy,2/8/2021,
T24004,C28431,J2319,3291,Economy,10/23/2019,
T34014,C7678,J5548,3330,Economy,10/28/2019,
T10790,C28428,J16995,3330,Economy,6/14/2019,
T23362,C28427,J7187,3330,Economy,8/15/2019,
T19059,C28426,J17229,3371,Economy,10/28/2020,
T1962,C7682,J22155,3371,Economy,1/21/2019,
T4047,C28423,J14961,3488,Economy,9/16/2019,
T34171,C7684,J30088,3554,Economy,4/14/2019,
T12039,C7685,J18294,3570,Economy,3/17/2019,
T10958,C7686,J6868,3623,Economy,3/10/2020,
T27616,C7687,J25247,3631,Economy,9/8/2020,
T17103,C28421,J26164,3631,Economy,4/28/2019,
T24676,C28418,J23222,3631,Economy,7/8/2019,
T2168,C7690,J9428,3631,Economy,5/23/2019,
T34708,C7691,J22105,3631,Economy,4/26/2020,
T9091,C7692,J25484,4170,Economy,8/1/2020,
T28640,C7693,J34882,3831,Economy,5/5/2020,
T8807,C28416,J8736,3831,Economy,12/23/2019,
T4419,C28415,J7348,3831,Economy,7/17/2019,
T4734,C7696,J6576,3831,Economy,10/3/2019,
T33314,C28414,J32648,3831,Economy,7/7/2019,
T14499,C7698,J32131,3831,Economy,11/8/2019,
T27959,C28413,J9823,3831,Economy,1/10/2021,
T33763,C7700,J6561,3831,Economy,5/23/2019,
T24138,C28410,J2596,3855,Economy,2/11/2021,
T2059,C7702,J30311,3855,Economy,10/19/2020,
T6408,C28409,J7310,3855,Economy,3/12/2019,
T30240,C7704,J33552,3855,Economy,10/6/2020,
T13655,C28407,J16868,3855,Economy,11/5/2020,
T21329,C28406,J2462,3855,Economy,1/30/2020,
T8754,C28404,J16379,3855,Economy,12/8/2019,
T6632,C28401,J20368,3855,Economy,10/29/2020,
T24634,C28397,J25330,3855,Economy,5/13/2019,
T22103,C28396,J34013,3911,Economy,5/28/2019,
T10528,C28395,J33585,3951,Economy,3/15/2021,
T27483,C28394,J17975,3951,Economy,4/15/2020,
T11998,C7713,J8581,3977,Economy,5/2/2020,
T6748,C7714,J28627,3977,Economy,5/18/2020,
T27226,C7715,J10338,4381,Economy,9/28/2019,
T31829,C28393,J7367,4381,Economy,2/7/2020,
T3556,C7717,J20914,4381,Economy,11/23/2020,
T6900,C7718,J28797,4381,Economy,12/4/2019,
T24861,C28392,J30407,4233,Economy,1/6/2020,
T33207,C28390,J21457,4251,Economy,5/29/2020,
T27254,C7721,J34834,4407,Economy,6/29/2019,
T22814,C7722,J18532,4781,Economy,5/26/2019,
T6326,C28389,J1767,4581,Economy,1/26/2021,
T32134,C28388,J24344,5006,Economy,6/12/2019,
T4301,C7725,J21322,5006,Economy,2/24/2021,
T20942,C28385,J18860,5040,Economy,12/16/2019,
T15933,C7727,J33062,5040,Economy,9/28/2019,
T10190,C28383,J7568,5040,Economy,8/6/2020,
T28626,C7729,J22507,5040,Economy,11/7/2020,
T17308,C7730,J32258,4793,Economy,3/7/2019,
T6824,C7731,J2097,4867,Economy,2/22/2019,
T4513,C7732,J2373,4867,Economy,9/30/2020,
T15344,C28382,J29944,5227,Economy,1/13/2019,
T7126,C28381,J5382,5227,Economy,11/2/2020,
T6099,C7735,J32179,5227,Economy,8/22/2020,
T25626,C28377,J12605,5227,Economy,4/28/2020,
T3591,C7737,J19887,5227,Economy,4/17/2019,
T13102,C28376,J12421,5227,Economy,6/22/2019,
T26131,C28374,J11981,4979,Economy,5/24/2020,
T28369,C28373,J29721,5355,Economy,12/14/2019,
T8717,C7741,J25039,5355,Economy,10/5/2020,
T22305,C28372,J17943,5355,Economy,9/14/2019,
T24370,C28371,J3212,5026,Economy,7/31/2020,
T25880,C28370,J25552,5542,Economy,1/12/2021,
T24263,C7745,J23652,5542,Economy,2/25/2021,
T6264,C28368,J6111,5542,Economy,12/9/2019,
T25012,C28366,J23618,5230,Economy,12/19/2020,
T26708,C28365,J3304,5230,Economy,3/16/2020,
T17877,C7749,J23757,5231,Economy,5/28/2020,
T2353,C7750,J18334,5281,Economy,4/21/2019,
T18327,C7751,J18449,5284,Economy,3/4/2019,
T13178,C7752,J12772,5284,Economy,10/13/2019,
T24171,C7753,J9538,5284,Economy,1/21/2020,
T7211,C7754,J6459,5284,Economy,11/15/2020,
T33047,C28363,J6121,5640,Economy,7/16/2019,
T10778,C7756,J12427,5323,Economy,4/25/2019,
T5830,C7757,J25437,5446,Economy,8/23/2020,
T21070,C28362,J11137,5446,Economy,8/30/2020,
T18764,C7759,J19883,5493,Economy,4/15/2019,
T14151,C7760,J13278,5507,Economy,1/24/2021,
T33951,C28357,J25483,5507,Economy,2/23/2019,
T11525,C7762,J2255,5640,Economy,1/30/2019,
T31057,C7763,J4278,5761,Economy,9/10/2019,
T27491,C7764,J33425,5761,Economy,12/28/2019,
T14772,C28353,J33444,5761,Economy,1/28/2020,
T1880,C7766,J3650,5761,Economy,7/22/2020,
T10543,C28352,J27882,5806,Economy,1/22/2019,
T3251,C28351,J5669,6296,Economy,1/23/2019,
T6091,C7769,J10221,6296,Economy,7/25/2019,
T24381,C7770,J7798,6296,Economy,4/5/2020,
T2459,C28346,J20391,6296,Economy,3/8/2021,
T7714,C28345,J24405,6296,Economy,11/20/2019,
T33152,C7773,J13759,6296,Economy,1/24/2020,
T12121,C7774,J28004,6296,Economy,1/24/2020,
T27903,C28344,J31837,6296,Economy,12/8/2020,
T25503,C28341,J25803,6296,Economy,8/7/2020,
T15782,C7777,J7504,5958,Economy,3/7/2021,
T18707,C7778,J10299,5958,Economy,12/12/2019,
T19900,C28340,J16319,6084,Economy,8/10/2019,
T30479,C7780,J14999,6146,Economy,8/22/2019,
T17995,C7781,J23729,6181,Economy,1/9/2020,
T3185,C28339,J14730,6181,Economy,3/6/2021,
T22773,C7783,J32080,6227,Economy,5/8/2020,
T13388,C28338,J16330,6231,Economy,3/4/2020,
T30728,C7785,J28152,6312,Economy,3/14/2021,
T8895,C28337,J27015,6339,Economy,7/17/2019,
T17736,C7787,J22354,6724,Economy,7/30/2020,
T20614,C7788,J25843,6893,Economy,8/25/2020,
T15369,C7789,J26273,6893,Economy,10/14/2019,
T16804,C7790,J6150,6933,Economy,6/7/2020,
T19092,C7791,J6845,7187,Economy,11/19/2019,
T32738,C7792,J26878,7575,Economy,1/8/2020,
T30531,C7793,J3684,7575,Economy,6/23/2019,
T21312,C7794,J3941,7575,Economy,1/23/2021,
T28514,C7795,J21073,7575,Economy,2/2/2020,
T33055,C7796,J10061,7575,Economy,4/26/2019,
T24251,C7797,J6023,7575,Economy,10/3/2019,
T29226,C7798,J34923,7575,Economy,4/8/2019,
T23322,C28332,J33749,7575,Economy,10/31/2020,
T5295,C28331,J5988,7575,Economy,8/6/2019,
T15370,C28330,J3727,7904,Economy,2/11/2021,
T34136,C7802,J32802,8024,Economy,2/8/2019,
T9716,C28328,J24839,8037,Economy,11/20/2020,
T24614,C7804,J27309,8037,Economy,10/24/2020,
T5990,C28327,J26825,8275,Economy,1/6/2019,
T8883,C7806,J25742,8275,Economy,5/6/2019,
T12601,C28325,J29838,8275,Economy,11/20/2019,
T33597,C7808,J32907,8275,Economy,1/3/2020,
T12998,C7809,J4133,8869,Economy,12/23/2020,
T12531,C7810,J13479,9540,Economy,7/19/2019,
T12901,C7811,J15519,10155,Economy,11/7/2019,
T13280,C7812,J10101,10250,Economy,1/2/2021,
T18805,C28324,J17146,14633,Economy,9/9/2019,
T29208,C7814,J26780,19185,Economy,1/2/2021,
T15268,C7815,J16468,2476,Economy,9/23/2020,
T19983,C28319,J11059,2476,Economy,3/29/2019,
T3128,C28318,J16980,2476,Economy,12/17/2019,
T17432,C7818,J32836,2700,Economy,11/9/2019,
T13904,C28316,J17069,2700,Economy,7/13/2020,
T7080,C7820,J3062,2700,Economy,11/17/2020,
T10284,C7821,J31461,2700,Economy,8/11/2020,
T34797,C28315,J26520,2700,Economy,5/8/2019,
T24735,C28312,J30477,2700,Economy,12/7/2020,
T5594,C7824,J31150,2700,Economy,8/18/2019,
T21562,C7825,J34439,2410,Economy,3/20/2019,
T28481,C7826,J32911,2410,Economy,4/26/2020,
T1867,C7827,J24399,2410,Economy,5/24/2019,
T22285,C28311,J1849,2410,Economy,2/9/2019,
T24150,C28309,J11300,2410,Economy,1/28/2019,
T20736,C28307,J18645,2410,Economy,9/13/2020,
T33592,C7831,J18153,2410,Economy,4/2/2020,
T29465,C28306,J23305,2410,Economy,11/7/2019,
T18815,C7833,J3548,2410,Economy,1/15/2019,
T17773,C7834,J16439,2410,Economy,1/4/2019,
T24049,C28305,J28555,2410,Economy,4/19/2020,
T12856,C28304,J25782,2410,Economy,4/9/2019,
T18320,C7837,J14109,2410,Economy,1/15/2021,
T12876,C28303,J10779,2410,Economy,12/3/2020,
T34685,C28302,J34381,2410,Economy,12/27/2019,
T2610,C7840,J33562,2410,Economy,5/24/2020,
T23291,C7841,J6624,2410,Economy,9/4/2019,
T29641,C28301,J6349,2410,Economy,1/16/2021,
T33194,C7843,J27697,2410,Economy,1/14/2020,
T22742,C7844,J31798,2410,Economy,12/4/2019,
T28861,C28297,J18171,2410,Economy,8/3/2020,
T23686,C28295,J25953,2410,Economy,11/21/2019,
T2653,C7847,J11733,2410,Economy,11/27/2019,
T15297,C7848,J12584,2409,Economy,9/13/2020,
T18843,C28288,J8033,2409,Economy,4/30/2020,
T26269,C28287,J20271,2409,Economy,12/9/2019,
T5739,C28286,J16172,2409,Economy,7/8/2019,
T33444,C28285,J5887,2456,Economy,7/26/2020,
T27341,C7853,J20350,2456,Economy,10/26/2019,
T34272,C7854,J15032,2463,Economy,10/10/2019,
T31897,C7855,J12330,2463,Economy,8/30/2019,
T34873,C28283,J9473,2463,Economy,11/22/2020,
T11821,C28282,J25238,2476,Economy,2/27/2019,
T22165,C7858,J6802,2476,Economy,10/29/2019,
T13253,C7859,J32006,2476,Economy,3/31/2019,
T29194,C28279,J8720,2476,Economy,10/21/2019,
T2546,C7861,J7143,2476,Economy,7/2/2020,
T32106,C7862,J29821,2476,Economy,11/7/2020,
T15813,C7863,J7318,2476,Economy,10/15/2019,
T16541,C28278,J23308,2476,Economy,8/24/2019,
T2808,C7865,J5805,2476,Economy,9/9/2019,
T16712,C28273,J12992,2568,Economy,2/8/2021,
T9798,C7867,J26950,2621,Economy,9/11/2019,
T24622,C28271,J7098,2621,Economy,3/22/2020,
T3135,C28270,J9214,3100,Economy,1/27/2021,
T7649,C7870,J2784,3100,Economy,11/2/2020,
T29228,C28269,J12859,3100,Economy,11/21/2020,
T18129,C28268,J27936,3100,Economy,12/14/2020,
T10621,C7873,J18694,3100,Economy,7/7/2020,
T14869,C28266,J9305,3001,Economy,7/17/2019,
T21382,C28265,J27398,3001,Economy,12/8/2020,
T7013,C28263,J31015,3001,Economy,8/27/2019,
T18813,C28261,J28307,3001,Economy,4/4/2020,
T31995,C7878,J9076,3001,Economy,3/23/2019,
T2543,C7879,J12285,2994,Economy,9/11/2019,
T13528,C28259,J13685,2994,Economy,10/30/2019,
T3170,C28258,J4179,3054,Economy,8/4/2020,
T18280,C28256,J8571,3291,Economy,12/5/2020,
T29344,C7883,J23397,3291,Economy,12/18/2020,
T18306,C7884,J33340,3330,Economy,4/20/2020,
T22082,C28255,J29595,3330,Economy,12/27/2019,
T12565,C28252,J32651,3330,Economy,1/2/2019,
T7890,C7887,J3645,3371,Economy,8/4/2019,
T30387,C28246,J23689,3371,Economy,12/21/2019,
T4140,C28244,J17906,3546,Economy,3/24/2020,
T14346,C28243,J31531,3546,Economy,12/30/2020,
T4540,C7891,J7039,3554,Economy,2/1/2020,
T8581,C28236,J18980,3570,Economy,7/12/2019,
T30576,C7893,J13559,3570,Economy,11/22/2019,
T17217,C28235,J13307,3657,Economy,2/25/2020,
T29922,C7895,J21009,3677,Economy,10/9/2020,
T15273,C7896,J17661,3733,Economy,2/7/2021,
T25545,C7897,J7311,4170,Economy,6/15/2020,
T5084,C28234,J15269,3831,Economy,2/19/2021,
T31927,C28232,J4477,3831,Economy,10/26/2019,
T11431,C28231,J34516,3855,Economy,4/1/2020,
T34840,C7901,J15676,3855,Economy,1/30/2020,
T20801,C7902,J19909,3855,Economy,10/23/2020,
T14209,C28230,J21629,3855,Economy,5/28/2020,
T4760,C7904,J6397,3959,Economy,9/24/2020,
T6772,C28229,J5250,3959,Economy,2/20/2020,
T1675,C28227,J1784,3963,Economy,9/8/2019,
T10140,C28225,J20282,3977,Economy,2/24/2021,
T32116,C28223,J19930,4337,Economy,4/30/2020,
T17952,C7909,J16899,4337,Economy,3/8/2021,
T11129,C7910,J17804,4381,Economy,5/3/2020,
T1480,C28218,J32412,4381,Economy,6/8/2019,
T2108,C7912,J4850,4055,Economy,1/3/2019,
T23876,C7913,J29627,4055,Economy,9/2/2019,
T8053,C7914,J16551,4161,Economy,5/12/2019,
T23082,C28215,J9181,4161,Economy,8/20/2020,
T23180,C7916,J29943,4161,Economy,7/9/2019,
T18118,C7917,J9018,4197,Economy,8/20/2020,
T24501,C7918,J29938,4233,Economy,2/7/2020,
T33791,C7919,J10112,4251,Economy,2/17/2020,
T26675,C7920,J22277,4251,Economy,5/29/2019,
T12681,C7921,J32766,4673,Economy,9/24/2019,
T13070,C28213,J2144,4673,Economy,1/12/2019,
T13108,C28212,J5877,4691,Economy,4/12/2019,
T34371,C28210,J23562,4691,Economy,5/23/2019,
T9477,C7925,J1376,4781,Economy,12/12/2020,
T33760,C7926,J30729,4559,Economy,1/15/2021,
T28090,C7927,J6010,4581,Economy,3/16/2020,
T13499,C7928,J7935,4967,Economy,1/3/2021,
T31438,C7929,J33089,4967,Economy,1/20/2021,
T23435,C28209,J31098,5040,Economy,1/31/2019,
T22947,C7931,J11402,5040,Economy,6/14/2020,
T6598,C7932,J15101,5040,Economy,12/25/2019,
T29477,C7933,J1469,5040,Economy,7/16/2020,
T15118,C28208,J16732,5040,Economy,7/14/2019,
T28055,C7935,J21248,4793,Economy,11/11/2019,
T28160,C7936,J12474,4867,Economy,8/18/2019,
T31542,C7937,J15449,4867,Economy,9/7/2019,
T29541,C28206,J30315,5227,Economy,3/28/2019,
T32380,C7939,J29465,5227,Economy,11/20/2019,
T23669,C7940,J3940,5227,Economy,9/30/2020,
T13776,C7941,J16177,5227,Economy,12/21/2019,
T28676,C28205,J18131,5227,Economy,10/25/2019,
T14684,C28204,J2213,5227,Economy,3/20/2021,
T1814,C28203,J26347,5282,Economy,2/24/2021,
T9324,C7945,J18446,4939,Economy,4/3/2019,
T12811,C7946,J27662,5355,Economy,2/12/2019,
T8302,C28202,J5363,5355,Economy,11/24/2019,
T21095,C28201,J10488,5162,Economy,7/6/2019,
T1533,C28200,J2871,5542,Economy,1/24/2020,
T30211,C28199,J4722,5542,Economy,12/6/2020,
T8950,C7951,J3422,5542,Economy,1/18/2019,
T12128,C7952,J19890,5542,Economy,4/29/2019,
T17691,C28195,J32116,5220,Economy,5/13/2020,
T24828,C28186,J18051,5230,Economy,6/30/2020,
T14298,C7955,J11645,5230,Economy,3/9/2019,
T10582,C28183,J5595,5230,Economy,6/6/2020,
T24059,C7957,J22554,5230,Economy,1/6/2021,
T4306,C7958,J31856,5231,Economy,5/23/2020,
